,site_area,structure_type,water_consumption,recycling_rate,utilization_rate,air_quality_index,issue_resolution_time,resident_count,electricity_cost
7696,3087,2,6995.0,83,86,95,25,0,3302.0
7697,744,3,1388.0,66,45,175,36,43,794.0
7698,3125,2,2559.0,38,69,151,21,0,3453.0
7699,4349,1,5499.0,56,82,136,55,294,4716.0
7700,1905,2,2211.0,14,35,121,36,0,1719.0
7701,1481,4,1681.0,79,50,167,28,0,1955.0
7702,4308,2,4257.0,73,38,167,27,0,3550.0
7703,641,1,1000.0,68,92,129,12,17,1280.0
7704,1392,1,2486.0,44,72,72,26,31,1582.0
7705,2899,2,3924.0,14,57,133,45,0,2795.0
7706,3460,1,4449.0,59,74,146,6,155,3522.0
7707,2699,2,1418.0,69,87,96,8,0,3095.0
7708,1969,2,3633.0,24,58,120,17,0,2012.0
7709,3200,2,2121.0,33,83,18,38,0,2967.0
7710,3505,1,2911.0,30,86,160,41,174,3825.0
7711,3874,2,4889.0,11,62,116,15,0,3760.0
7712,1155,3,1000.0,54,99,60,28,42,1958.0
7713,3268,4,3416.0,19,93,29,25,0,4507.0
7714,542,2,1000.0,54,33,116,35,0,516.0
7715,2811,1,3974.0,46,45,189,37,246,3007.0
7716,2160,4,1160.0,32,32,140,27,0,2471.0
7717,2724,3,3651.0,54,92,145,5,57,2601.0
7718,2610,1,1268.0,50,51,129,59,139,3002.0
7719,1457,1,1438.0,74,47,2,66,35,1583.0
7720,1060,1,1000.0,70,86,133,57,26,1568.0
7721,1830,1,1000.0,15,54,155,61,13,1962.0
7722,1812,1,4112.0,74,57,76,60,18,1647.0
7723,2321,4,1924.0,27,69,83,64,0,3532.0
7724,3502,2,6198.0,49,52,159,32,0,3430.0
7725,3903,2,7885.0,47,37,126,16,0,3397.0
7726,3151,3,6246.0,54,42,59,44,275,2194.0
7727,2314,3,2656.0,26,73,158,69,78,2250.0
7728,2241,3,3927.0,22,76,60,61,175,2191.0
7729,4308,4,8120.0,19,39,8,71,0,4537.0
7730,3377,2,2059.0,40,70,66,34,0,2966.0
7731,3770,4,4638.0,59,96,181,21,0,4729.0
7732,4583,3,2882.0,32,78,94,19,314,3434.0
7733,1245,1,1987.0,54,93,67,52,49,1829.0
7734,1057,2,1483.0,88,44,16,42,0,1309.0
7735,3801,2,3527.0,47,90,58,39,0,4021.0
7736,1441,4,2460.0,20,81,158,45,0,2766.0
7737,4523,1,2310.0,17,75,188,13,186,3918.0
7738,2796,2,4316.0,87,88,95,43,0,3164.0
7739,1439,1,1000.0,22,77,39,71,28,2112.0
7740,2110,1,3864.0,43,68,130,66,46,2412.0
7741,2225,1,1026.0,74,71,177,45,58,2504.0
7742,1484,2,1000.0,84,80,128,4,0,2073.0
7743,2087,3,3095.0,19,79,7,1,143,1747.0
7744,4521,1,4023.0,85,95,61,60,329,5478.0
7745,1836,2,3145.0,45,70,191,50,0,2544.0
7746,3637,1,6648.0,13,87,168,47,40,3329.0
7747,1161,1,1984.0,30,33,16,17,62,1591.0
7748,532,2,1000.0,70,78,199,35,0,1276.0
7749,3914,1,3369.0,47,32,42,8,42,2628.0
7750,1656,2,1590.0,85,61,1,56,0,1697.0
7751,3626,1,2642.0,48,76,174,60,26,2787.0
7752,560,1,1904.0,63,91,59,55,10,1442.0
7753,4428,2,3972.0,71,45,176,7,0,3729.0
7754,2043,2,4087.0,28,97,92,65,0,2455.0
7755,771,1,2690.0,11,47,14,25,76,1486.0
7756,4576,2,4673.0,31,35,124,24,0,3968.0
7757,3888,3,5127.0,66,94,93,65,182,3311.0
7758,3252,3,5088.0,12,66,177,47,237,2769.0
7759,3209,1,4371.0,32,92,173,8,97,3380.0
7760,1654,2,1954.0,13,88,1,45,0,2246.0
7761,4905,2,5381.0,37,63,123,29,0,4485.0
7762,4353,1,6039.0,87,66,156,31,242,4503.0
7763,2245,3,3649.0,79,63,121,57,215,1913.0
7764,3932,4,2819.0,79,74,156,7,0,4156.0
7765,837,3,1000.0,50,30,79,31,46,884.0
7766,509,3,1000.0,46,82,114,60,37,1286.0
7767,4644,3,1824.0,16,91,94,56,292,3557.0
7768,1230,2,2912.0,86,44,188,32,0,1746.0
7769,2148,2,1000.0,10,80,96,61,0,2507.0
7770,4728,3,9013.0,43,43,121,61,157,3358.0
7771,4154,2,7608.0,61,88,65,64,0,4361.0
7772,2630,1,1923.0,19,81,43,10,216,3120.0
7773,4971,1,3291.0,69,30,3,26,435,5118.0
7774,2896,3,3341.0,15,46,38,69,117,2197.0
7775,4866,1,4508.0,77,85,187,37,79,4169.0
7776,2006,2,2331.0,81,34,48,30,0,1772.0
7777,2658,4,3574.0,57,46,4,2,0,2962.0
7778,3416,3,1973.0,88,47,193,42,188,2338.0
7779,4671,4,4811.0,54,84,44,68,0,4844.0
7780,3729,2,6724.0,21,76,59,35,0,3679.0
7781,4103,1,5563.0,79,78,7,10,119,3647.0
7782,2166,3,2220.0,30,52,49,31,215,1592.0
7783,4924,1,8121.0,84,50,35,6,176,4169.0
7784,4636,2,7595.0,45,58,69,65,0,4592.0
7785,3469,1,4861.0,32,89,168,2,39,3311.0
7786,3189,1,2768.0,64,75,9,9,56,2348.0
7787,2826,2,1073.0,36,39,35,66,0,2687.0
7788,3310,1,5144.0,29,82,67,59,184,3887.0
7789,3016,2,4735.0,24,36,102,13,0,2742.0
7790,3971,3,6325.0,51,59,141,6,59,2454.0
7791,512,1,1000.0,13,84,75,25,37,1562.0
7792,3470,1,5184.0,38,94,110,63,296,4471.0
7793,4121,2,6946.0,64,50,16,59,0,3836.0
7794,4183,2,5083.0,84,36,20,46,0,3367.0
7795,3973,4,3320.0,58,73,96,15,0,4311.0
7796,3622,1,5039.0,80,97,53,66,210,4349.0
7797,3964,3,5226.0,84,44,140,42,261,3078.0
7798,1152,2,1000.0,63,31,127,17,0,1115.0
7799,1120,2,1000.0,42,32,175,23,0,1548.0
7800,4290,1,6597.0,46,77,44,15,313,4730.0
7801,2145,2,3058.0,86,97,136,38,0,2594.0
7802,2743,1,3510.0,16,76,54,56,203,3161.0
7803,3991,1,5927.0,33,72,49,34,325,4796.0
7804,4211,2,2217.0,64,56,19,65,0,3655.0
7805,4188,3,3048.0,20,33,107,34,56,2650.0
7806,1879,3,2329.0,87,65,167,16,182,1659.0
7807,4743,2,2767.0,53,81,0,50,0,4117.0
7808,2545,2,4395.0,74,74,85,69,0,2973.0
7809,3548,2,5022.0,15,80,191,42,0,3687.0
7810,1888,4,2283.0,40,61,34,62,0,2802.0
7811,901,2,1283.0,52,31,123,12,0,850.0
7812,3153,1,4221.0,21,46,125,69,138,3165.0
7813,4824,1,4266.0,74,52,192,72,203,4754.0
7814,4423,2,5184.0,61,73,52,28,0,3964.0
7815,767,2,1650.0,79,75,188,30,0,1347.0
7816,4721,1,5752.0,39,41,4,50,128,3662.0
7817,2225,3,2772.0,86,83,196,17,109,1919.0
7818,1612,3,1000.0,85,42,106,10,32,1596.0
7819,3175,2,2793.0,83,97,88,11,0,2854.0
7820,1780,1,1196.0,64,100,187,47,157,2614.0
7821,1732,1,3031.0,48,95,89,8,170,2924.0
7822,4876,4,5583.0,83,44,146,31,0,4746.0
7823,2363,3,1738.0,15,91,56,37,103,2259.0
7824,4984,1,8062.0,65,53,7,33,239,4619.0
7825,1116,1,1251.0,17,99,145,9,98,2273.0
7826,646,2,1181.0,64,90,104,46,0,1508.0
7827,4177,1,3606.0,25,100,138,3,57,3526.0
7828,788,2,1000.0,11,32,189,13,0,1057.0
7829,1909,4,2132.0,73,58,157,28,0,2530.0
7830,513,1,1000.0,20,50,126,52,25,1417.0
7831,756,1,1000.0,13,83,4,61,48,1494.0
7832,2221,3,4317.0,12,35,76,24,144,1861.0
7833,1923,1,3599.0,24,40,55,10,71,2103.0
7834,3490,4,6523.0,77,99,35,42,0,4363.0
7835,1695,2,3523.0,52,56,112,37,0,1778.0
7836,4865,4,6930.0,90,89,154,15,0,5977.0
7837,1744,1,2395.0,18,56,31,28,106,2000.0
7838,3723,1,5025.0,34,61,141,37,235,4011.0
7839,3970,2,6433.0,74,62,168,65,0,3826.0
7840,4667,2,5508.0,75,34,117,13,0,3884.0
7841,4469,1,3456.0,64,38,65,59,346,4529.0
7842,1806,4,3054.0,54,42,3,68,0,2335.0
7843,2621,3,3549.0,42,35,10,56,186,1750.0
7844,2902,2,5290.0,31,65,105,30,0,2983.0
7845,996,1,1000.0,51,79,47,64,13,1109.0
7846,3899,3,2508.0,85,90,164,67,278,3083.0
7847,4106,3,3188.0,36,77,140,20,291,3123.0
7848,1409,2,1428.0,20,40,200,27,0,1784.0
7849,872,4,1000.0,51,46,41,12,0,1661.0
7850,4957,1,5738.0,87,31,154,41,406,5102.0
7851,1844,1,1803.0,87,36,65,51,105,2113.0
7852,823,1,1040.0,31,86,46,29,52,1403.0
7853,2931,3,4554.0,18,60,75,51,94,2311.0
7854,3284,2,6714.0,88,88,11,59,0,3874.0
7855,2893,1,1896.0,66,75,194,31,272,3781.0
7856,4420,1,6073.0,40,36,25,9,216,3991.0
7857,1715,1,1234.0,27,43,154,70,16,1584.0
7858,2195,1,1179.0,21,38,108,30,52,2263.0
7859,2407,2,3721.0,49,38,162,40,0,2469.0
7860,1280,1,1011.0,54,31,12,7,57,1549.0
7861,1519,1,2421.0,58,45,126,72,85,1786.0
7862,3765,3,5441.0,10,31,55,59,125,2406.0
7863,1903,2,3480.0,16,99,196,11,0,2447.0
7864,1926,3,1498.0,11,52,170,3,177,1764.0
7865,1163,1,1516.0,13,57,117,4,75,1985.0
7866,3147,1,2387.0,54,72,82,20,113,3155.0
7867,510,2,1000.0,55,92,83,5,0,1499.0
7868,1538,1,1308.0,76,46,58,34,152,2110.0
7869,3325,1,1871.0,18,65,11,14,53,2432.0
7870,3503,3,5117.0,66,48,156,13,232,2930.0
7871,1575,4,1000.0,25,34,4,61,0,2052.0
7872,3588,1,2500.0,60,52,176,49,149,3415.0
7873,2289,1,1256.0,61,48,191,45,143,2702.0
7874,3536,4,1357.0,18,30,114,53,0,3149.0
7875,4153,1,6362.0,15,56,42,24,132,3568.0
7876,3675,2,5120.0,53,72,65,63,0,3778.0
7877,4799,4,3307.0,88,54,133,9,0,4782.0
7878,1576,4,1078.0,15,83,98,63,0,2704.0
7879,1473,2,2581.0,14,35,14,56,0,1871.0
7880,2365,1,3632.0,55,54,145,71,233,3252.0
7881,3625,1,4346.0,36,75,48,42,109,3872.0
7882,1799,3,2429.0,54,88,174,1,147,1928.0
7883,3906,4,3154.0,50,84,1,64,0,4782.0
7884,1658,2,2995.0,37,53,132,72,0,2110.0
7885,3629,3,4553.0,63,53,36,15,89,2442.0
7886,604,3,1000.0,41,32,5,69,34,565.0
7887,4067,2,4821.0,62,69,41,22,0,3788.0
7888,4848,3,4551.0,80,49,50,20,49,3511.0
7889,4890,2,4845.0,39,98,15,68,0,4671.0
7890,1681,2,3506.0,62,99,72,45,0,2510.0
7891,3638,1,6725.0,40,95,66,40,230,4277.0
7892,4894,3,3826.0,21,98,80,46,441,3774.0
7893,4034,2,4743.0,18,37,29,63,0,3782.0
7894,4696,1,8386.0,76,84,26,12,352,5351.0
7895,3627,3,2367.0,46,66,87,52,325,2570.0
7896,2274,2,2804.0,37,43,169,7,0,2545.0
7897,4314,4,7003.0,35,77,63,55,0,4942.0
7898,591,1,1344.0,30,96,177,5,53,1792.0
7899,946,2,1325.0,19,61,38,47,0,1134.0
7900,608,1,1000.0,89,65,134,38,16,1395.0
7901,4912,4,9604.0,33,34,72,43,0,5530.0
7902,3739,1,4551.0,34,47,143,70,122,3349.0
7903,4553,2,8297.0,61,40,55,8,0,3779.0
7904,1745,3,1000.0,10,33,10,50,133,1501.0
7905,3220,1,3057.0,62,49,136,9,23,2410.0
7906,777,4,1000.0,77,34,0,13,0,1559.0
7907,3556,3,5201.0,87,92,43,50,139,2873.0
7908,3422,1,2857.0,33,83,34,35,200,3470.0
7909,3013,1,5762.0,36,94,83,25,111,3406.0
7910,1338,1,1936.0,36,42,178,61,119,2072.0
7911,3301,1,1815.0,74,32,7,31,287,3334.0
7912,529,3,1000.0,48,31,70,49,15,902.0
7913,1757,4,3756.0,86,41,36,43,0,2238.0
7914,864,1,1124.0,45,85,100,45,54,1649.0
7915,2300,2,1055.0,85,87,132,7,0,2637.0
7916,1404,2,2234.0,78,81,20,6,0,1791.0
7917,2678,1,4510.0,14,44,4,50,163,2760.0
7918,3350,1,3012.0,90,30,22,70,101,2369.0
7919,3336,1,2820.0,19,100,184,45,56,3129.0
7920,4946,2,6007.0,25,74,70,54,0,5119.0
7921,679,2,1000.0,62,45,64,17,0,986.0
7922,4373,3,4008.0,23,46,152,29,352,2754.0
7923,4460,1,2611.0,83,59,146,64,75,3697.0
7924,1686,3,3827.0,38,66,1,71,158,1789.0
7925,4459,2,2752.0,37,47,139,20,0,3860.0
7926,1273,3,2716.0,26,40,169,26,75,1338.0
7927,4960,2,4452.0,78,89,24,29,0,4874.0
7928,852,3,2278.0,75,88,123,7,11,1155.0
7929,3528,3,2245.0,45,99,175,34,283,3269.0
7930,617,2,1000.0,55,55,81,5,0,1176.0
7931,981,1,1947.0,54,67,125,6,73,1659.0
7932,4787,4,9127.0,18,38,158,33,0,4812.0
7933,3137,3,4374.0,45,75,185,43,311,2621.0
7934,606,4,1569.0,14,73,60,59,0,1801.0
7935,4977,3,5278.0,88,71,43,33,206,3824.0
7936,743,2,1000.0,82,98,8,61,0,1881.0
7937,3132,1,5619.0,59,52,148,18,274,3710.0
7938,1365,1,2985.0,37,63,181,14,23,2060.0
7939,3481,4,3739.0,36,51,102,21,0,3984.0
7940,2061,1,4345.0,56,98,198,39,77,2828.0
7941,1103,1,2471.0,42,94,140,34,74,2025.0
7942,3562,3,2903.0,47,55,140,31,305,2446.0
7943,4518,3,7912.0,17,84,51,7,159,3626.0
7944,2515,1,2869.0,13,44,27,71,24,2180.0
7945,2158,1,3245.0,45,95,100,1,162,2930.0
7946,3880,2,4368.0,40,82,88,22,0,4025.0
7947,4267,1,3466.0,83,40,173,63,329,4514.0
7948,4270,3,2992.0,58,87,175,62,188,3392.0
7949,2113,1,3697.0,50,71,108,46,169,3107.0
7950,2379,3,4063.0,17,98,103,57,232,2686.0
7951,4608,3,2806.0,39,62,167,45,435,2875.0
7952,2846,2,5430.0,23,73,53,13,0,3176.0
7953,1599,1,2596.0,54,36,154,68,154,2224.0
7954,1574,2,2800.0,55,81,78,37,0,2020.0
7955,1286,2,1000.0,76,42,130,14,0,1398.0
7956,648,1,1000.0,25,61,92,37,43,1233.0
7957,2254,3,3043.0,19,68,94,14,206,2041.0
7958,2669,2,1492.0,77,92,58,66,0,2943.0
7959,4256,3,4501.0,61,49,118,66,56,3111.0
7960,1679,1,1729.0,59,45,119,33,103,1651.0
7961,3809,1,3386.0,77,59,17,2,59,2931.0
7962,2923,4,2797.0,11,48,151,53,0,3363.0
7963,4677,2,10031.0,84,59,60,55,0,4872.0
7964,1424,2,2635.0,88,63,124,45,0,1431.0
7965,2103,2,1493.0,84,68,117,37,0,2460.0
7966,3552,1,4216.0,69,78,184,27,118,3520.0
7967,4718,3,7672.0,59,34,43,52,190,3302.0
7968,2877,1,4735.0,10,72,174,47,23,2592.0
7969,3980,2,7061.0,46,76,199,58,0,4132.0
7970,3682,2,2244.0,32,88,111,7,0,3636.0
7971,3317,4,3520.0,58,98,164,13,0,5057.0
7972,3660,2,5985.0,83,46,36,48,0,3290.0
7973,1211,1,2466.0,73,48,72,28,98,1561.0
7974,3086,2,4225.0,26,75,172,45,0,3672.0
7975,3148,1,2431.0,80,85,157,56,76,3105.0
7976,2217,1,1776.0,24,55,142,35,29,2112.0
7977,4852,1,3573.0,60,95,115,55,454,6158.0
7978,1370,2,1287.0,36,43,124,37,0,1569.0
7979,4074,1,2498.0,18,81,154,9,160,3765.0
7980,770,2,1000.0,73,33,46,3,0,901.0
7981,2043,4,1541.0,72,32,46,2,0,1978.0
7982,1049,3,1000.0,62,51,158,58,32,927.0
7983,4514,1,4461.0,51,79,14,22,414,5171.0
7984,4954,1,5943.0,79,93,181,24,437,5476.0
7985,2212,2,3171.0,44,39,196,54,0,2186.0
7986,3740,3,3421.0,26,85,41,17,61,2820.0
7987,1862,1,3137.0,53,45,118,58,176,2661.0
7988,1784,3,1088.0,52,66,61,58,31,1727.0
7989,1386,2,1768.0,85,84,24,21,0,1840.0
7990,2758,2,3474.0,53,51,11,63,0,2928.0
7991,4882,4,5471.0,47,61,8,63,0,5094.0
7992,2285,3,3319.0,50,73,124,44,220,1916.0
7993,4043,3,5731.0,34,81,89,40,78,2703.0
7994,795,1,1000.0,58,62,36,66,77,1549.0
7995,2553,2,3118.0,69,31,136,67,0,2375.0
7996,3097,2,3349.0,11,43,196,46,0,3198.0
7997,1180,1,1385.0,74,90,182,24,30,1601.0
7998,4798,2,4192.0,12,94,45,72,0,4813.0
7999,824,1,1976.0,23,59,198,70,14,890.0
8000,2791,1,3556.0,54,56,168,51,240,3205.0
8001,4922,1,3034.0,43,93,94,4,86,4061.0
8002,1486,3,1561.0,45,62,100,31,133,1646.0
8003,3618,4,4822.0,24,82,6,65,0,4143.0
8004,1260,2,2994.0,46,39,132,30,0,1343.0
8005,4193,2,7191.0,19,56,179,72,0,4078.0
8006,1536,1,1000.0,18,66,124,40,20,1683.0
8007,1406,4,2003.0,59,31,164,14,0,1850.0
8008,864,2,1303.0,44,72,59,44,0,1646.0
8009,3913,3,3745.0,55,48,35,34,76,2399.0
8010,1569,3,1905.0,90,40,0,39,77,1357.0
8011,4869,1,3027.0,56,81,128,4,378,5158.0
8012,2755,2,2932.0,27,61,187,27,0,2873.0
8013,4186,4,8811.0,34,58,40,42,0,4636.0
8014,4719,1,8306.0,44,65,192,11,402,5724.0
8015,3581,2,5701.0,89,76,135,32,0,3712.0
8016,3758,4,7576.0,60,72,40,50,0,4327.0
8017,2607,1,4198.0,64,81,174,53,103,2632.0
8018,3433,3,2035.0,25,82,122,4,60,2920.0
8019,3329,4,3856.0,21,97,106,19,0,4240.0
8020,941,3,1000.0,68,34,89,71,69,859.0
8021,2059,1,3407.0,82,77,163,33,54,2454.0
8022,2241,1,4635.0,46,53,92,70,197,2803.0
8023,1125,1,1018.0,41,30,103,55,67,1409.0
8024,4363,3,3442.0,66,31,108,9,85,2673.0
8025,2190,3,2265.0,31,39,3,62,191,1676.0
8026,3281,2,3003.0,54,92,169,62,0,3760.0
8027,590,1,1000.0,21,88,1,48,58,1684.0
8028,3506,1,4901.0,14,35,46,68,158,3479.0
8029,4802,3,6416.0,35,77,147,48,244,3576.0
8030,1588,3,1018.0,29,65,29,27,30,1390.0
8031,1680,4,2235.0,70,77,81,55,0,2899.0
8032,2401,3,3921.0,17,58,29,44,164,1948.0
8033,4990,3,7299.0,71,70,109,71,334,3710.0
8034,686,3,1000.0,63,61,98,52,26,1178.0
8035,2097,2,4527.0,89,34,0,57,0,1905.0
8036,3908,2,6758.0,67,46,57,9,0,3360.0
8037,4247,4,6971.0,75,53,66,8,0,4461.0
8038,3170,2,5569.0,54,35,22,56,0,3065.0
8039,739,1,1000.0,74,57,172,10,64,1411.0
8040,3080,1,5714.0,14,49,149,65,94,2706.0
8041,4736,1,8932.0,40,48,48,72,458,6103.0
8042,638,2,1131.0,32,37,118,45,0,1066.0
8043,3006,1,4629.0,30,47,175,39,25,2380.0
8044,4665,1,4733.0,21,66,62,46,415,5376.0
8045,4980,2,4175.0,13,90,47,17,0,4591.0
8046,2745,1,2449.0,46,74,43,67,157,3055.0
8047,4800,3,7873.0,84,67,50,62,393,3762.0
8048,2249,2,1164.0,18,31,189,68,0,2630.0
8049,1067,2,1728.0,35,84,124,36,0,1670.0
8050,1381,1,1202.0,36,44,40,9,58,1391.0
8051,1139,1,2059.0,71,88,154,35,81,2015.0
8052,4461,2,7961.0,59,34,97,67,0,3709.0
8053,4920,3,7849.0,81,49,56,52,311,3499.0
8054,2835,3,4766.0,11,41,169,28,111,2233.0
8055,4821,1,6339.0,35,86,11,58,231,4859.0
8056,3485,2,6900.0,78,97,81,24,0,3394.0
8057,1059,1,1000.0,55,48,59,59,75,1075.0
8058,1213,4,1000.0,87,56,63,37,0,1805.0
8059,4488,4,8935.0,72,82,3,38,0,5405.0
8060,756,2,1000.0,79,71,166,25,0,988.0
8061,1076,2,1000.0,32,74,146,15,0,1793.0
8062,537,3,1224.0,26,97,106,16,41,1298.0
8063,2572,3,2321.0,73,97,189,55,220,2338.0
8064,960,2,1713.0,38,53,172,4,0,1360.0
8065,1940,4,1344.0,61,65,60,26,0,2356.0
8066,4978,2,5302.0,33,34,158,39,0,3706.0
8067,2332,2,3063.0,44,56,176,57,0,2745.0
8068,3899,3,4893.0,56,66,158,47,278,2961.0
8069,932,2,1000.0,60,56,41,48,0,1175.0
8070,4651,3,8479.0,11,76,175,49,179,3568.0
8071,2251,1,2461.0,30,93,19,37,19,2172.0
8072,2547,1,4851.0,49,35,111,38,184,2798.0
8073,3340,1,3989.0,78,85,95,62,206,3820.0
8074,756,2,1072.0,44,43,19,61,0,1238.0
8075,1171,2,1000.0,53,51,15,8,0,1211.0
8076,989,4,1000.0,44,84,56,38,0,1950.0
8077,4214,2,5010.0,89,81,18,36,0,3895.0
8078,2596,3,4106.0,34,85,12,56,228,2930.0
8079,2182,1,3681.0,89,35,19,45,197,2652.0
8080,4911,3,7369.0,40,49,106,50,454,3507.0
8081,2960,2,5980.0,90,83,75,20,0,3138.0
8082,4412,2,8480.0,61,31,176,63,0,4322.0
8083,2475,1,1876.0,44,59,153,55,67,2571.0
8084,3716,2,4135.0,32,83,34,34,0,3483.0
8085,1889,2,3751.0,58,33,168,32,0,1961.0
8086,4356,2,4589.0,25,100,137,43,0,4331.0
8087,2084,4,1473.0,67,76,75,13,0,2960.0
8088,3463,3,6134.0,59,48,23,2,253,2674.0
8089,1476,4,3311.0,87,71,200,61,0,2302.0
8090,3864,2,5829.0,73,71,68,14,0,3767.0
8091,545,4,1000.0,61,80,158,42,0,1627.0
8092,1693,3,2643.0,49,32,181,15,34,1653.0
8093,3842,1,4602.0,63,66,57,10,80,3390.0
8094,746,2,1000.0,26,51,97,56,0,819.0
8095,3719,1,5245.0,13,62,59,53,327,4274.0
8096,4825,1,3708.0,89,78,108,58,70,3540.0
8097,1291,1,1905.0,65,83,10,62,54,1892.0
8098,1136,1,2295.0,39,91,72,57,36,1944.0
8099,4275,3,6793.0,43,64,39,63,317,3378.0
8100,2921,2,5670.0,53,58,182,4,0,2905.0
8101,1588,1,2034.0,78,95,174,34,52,2126.0
8102,4683,3,3509.0,74,79,188,32,37,3448.0
8103,3659,3,6322.0,62,43,73,34,286,3248.0
8104,1212,4,3408.0,79,77,33,70,0,2070.0
8105,4144,2,6459.0,42,73,61,40,0,3646.0
8106,4390,2,1590.0,87,30,78,35,0,3367.0
8107,3086,1,4641.0,45,57,172,15,171,3127.0
8108,4809,1,1809.0,27,32,94,51,94,3259.0
8109,2608,1,3254.0,60,100,4,20,56,2726.0
8110,4114,2,3164.0,66,77,50,37,0,3607.0
8111,1742,4,2855.0,53,61,96,38,0,2403.0
8112,2559,1,3557.0,19,38,57,21,36,2010.0
8113,3986,1,6487.0,48,86,122,10,280,4556.0
8114,4832,1,4649.0,65,75,92,54,14,3529.0
8115,4310,3,4721.0,58,87,2,9,329,3192.0
8116,4400,1,8410.0,67,85,22,42,282,4747.0
8117,3105,2,2556.0,85,44,9,16,0,2642.0
8118,3534,1,3717.0,32,90,46,24,66,3221.0
8119,4707,2,4692.0,16,45,31,4,0,4179.0
8120,4551,1,8332.0,54,75,120,44,322,4850.0
8121,3863,2,2082.0,64,100,47,23,0,3819.0
8122,4521,1,6059.0,64,64,154,42,57,3618.0
8123,2345,3,2928.0,86,95,35,66,97,2369.0
8124,882,2,1000.0,47,86,87,19,0,1608.0
8125,4612,3,2235.0,28,63,53,20,393,2824.0
8126,4310,2,7278.0,31,60,19,28,0,4048.0
8127,2396,1,2733.0,20,41,130,24,155,2634.0
8128,2009,1,1211.0,12,94,196,2,51,2460.0
8129,4712,2,6723.0,28,76,130,7,0,4412.0
8130,2078,2,3879.0,16,94,167,1,0,2550.0
8131,1379,2,1556.0,43,30,59,11,0,1552.0
8132,2662,3,4075.0,20,96,197,51,206,2432.0
8133,2072,3,2729.0,14,43,122,60,63,1495.0
8134,2148,3,1164.0,80,83,197,31,153,1795.0
8135,1859,1,1864.0,45,39,22,30,94,1978.0
8136,4931,2,6059.0,14,96,187,24,0,4698.0
8137,3469,1,5098.0,65,79,29,18,213,3808.0
8138,4460,2,2587.0,14,65,166,58,0,4363.0
8139,4311,1,8011.0,36,40,167,17,410,4852.0
8140,4742,1,7392.0,36,32,47,46,437,4985.0
8141,4717,3,4248.0,41,68,44,19,298,3436.0
8142,580,2,1113.0,24,39,36,12,0,703.0
8143,3232,1,7097.0,63,80,149,12,177,3457.0
8144,3209,1,3375.0,29,61,51,50,174,3328.0
8145,2922,2,4453.0,43,81,1,66,0,3129.0
8146,4141,4,6227.0,43,76,13,20,0,4594.0
8147,1167,2,1000.0,55,42,17,6,0,1365.0
8148,2996,4,1492.0,30,96,113,1,0,3784.0
8149,3999,1,2072.0,48,82,177,7,84,3233.0
8150,3998,2,3508.0,49,82,14,55,0,3489.0
8151,1944,3,1008.0,53,44,36,15,37,966.0
8152,1845,2,3784.0,45,82,129,24,0,2415.0
8153,1689,1,2567.0,64,71,118,29,116,2052.0
8154,958,2,1000.0,80,58,106,71,0,1385.0
8155,1712,2,2383.0,59,76,83,34,0,2514.0
8156,1411,3,1000.0,67,59,73,37,87,1482.0
8157,1525,3,1000.0,83,43,68,42,124,1283.0
8158,2911,3,2835.0,83,88,31,64,233,2623.0
8159,571,2,1000.0,47,93,193,19,0,1899.0
8160,3185,1,5867.0,33,73,56,23,100,2780.0
8161,1693,2,2195.0,83,43,60,71,0,1787.0
8162,2348,3,2255.0,68,54,4,6,107,2068.0
8163,2884,4,2511.0,54,73,84,55,0,3687.0
8164,2522,1,1156.0,35,90,145,39,17,2660.0
8165,4241,2,7861.0,74,31,47,25,0,3546.0
8166,1798,1,1000.0,20,72,39,4,52,1686.0
8167,4602,1,8696.0,59,38,67,33,298,5029.0
8168,1404,2,1000.0,67,90,95,66,0,2060.0
8169,3526,2,5233.0,43,96,55,2,0,3844.0
8170,2528,1,5977.0,25,53,131,14,238,3529.0
8171,3120,3,2611.0,68,94,144,50,64,2990.0
8172,3146,3,3804.0,10,67,51,11,30,2530.0
8173,2789,4,5295.0,50,99,124,34,0,4129.0
8174,4372,1,2245.0,37,34,190,38,316,4452.0
8175,1985,2,3823.0,24,97,169,39,0,2561.0
8176,3651,2,2825.0,89,96,160,22,0,3902.0
8177,1940,1,1435.0,55,59,17,42,166,2385.0
8178,1265,2,1898.0,41,91,154,57,0,2262.0
8179,4979,3,9489.0,48,36,127,38,25,3574.0
8180,2938,1,3361.0,74,80,188,9,78,2424.0
8181,4592,4,2726.0,82,61,24,29,0,4874.0
8182,1649,3,1997.0,84,55,60,69,156,1605.0
8183,4065,3,3760.0,20,72,137,42,116,3340.0
8184,4642,3,4968.0,79,91,79,60,176,3906.0
8185,2472,1,1392.0,43,60,131,39,79,2423.0
8186,3166,3,5772.0,59,52,127,72,39,2612.0
8187,963,1,1336.0,53,93,158,60,37,1553.0
8188,4718,3,4130.0,23,84,31,53,456,3470.0
8189,2681,1,2137.0,81,45,151,8,248,3479.0
8190,2142,1,3041.0,34,38,58,21,76,2020.0
8191,4388,2,7084.0,77,33,145,56,0,4049.0
8192,1340,1,1432.0,59,68,116,48,73,1877.0
8193,3154,2,1677.0,41,73,91,47,0,3097.0
8194,4618,2,4111.0,64,70,199,9,0,4307.0
8195,1065,3,1910.0,87,42,192,1,67,500.0
